Date,Close,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8
5/10/2018,0.628037585,0.633491738,0.629441624,0.590560536,0.661680527,0.745112863,0.846203694,0.847067718,0.798682363
5/11/2018,0.653472297,0.628037585,0.633491738,0.629441624,0.590560536,0.661680527,0.745112863,0.846203694,0.847067718
5/14/2018,0.619019333,0.653472297,0.628037585,0.633491738,0.629441624,0.590560536,0.661680527,0.745112863,0.846203694
5/15/2018,0.52926882,0.619019333,0.653472297,0.628037585,0.633491738,0.629441624,0.590560536,0.661680527,0.745112863
5/16/2018,0.467329085,0.52926882,0.619019333,0.653472297,0.628037585,0.633491738,0.629441624,0.590560536,0.661680527
5/17/2018,0.458148828,0.467329085,0.52926882,0.619019333,0.653472297,0.628037585,0.633491738,0.629441624,0.590560536
5/18/2018,0.439788314,0.458148828,0.467329085,0.52926882,0.619019333,0.653472297,0.628037585,0.633491738,0.629441624
5/21/2018,0.448752565,0.439788314,0.458148828,0.467329085,0.52926882,0.619019333,0.653472297,0.628037585,0.633491738
5/22/2018,0.519980559,0.448752565,0.439788314,0.458148828,0.467329085,0.52926882,0.619019333,0.653472297,0.628037585
5/23/2018,0.451290636,0.519980559,0.448752565,0.439788314,0.458148828,0.467329085,0.52926882,0.619019333,0.653472297
5/24/2018,0.375472513,0.451290636,0.519980559,0.448752565,0.439788314,0.458148828,0.467329085,0.52926882,0.619019333
5/25/2018,0.293066206,0.375472513,0.451290636,0.519980559,0.448752565,0.439788314,0.458148828,0.467329085,0.52926882
5/29/2018,0.198293552,0.293066206,0.375472513,0.451290636,0.519980559,0.448752565,0.439788314,0.458148828,0.467329085
5/30/2018,0.258775246,0.198293552,0.293066206,0.375472513,0.451290636,0.519980559,0.448752565,0.439788314,0.458148828
5/31/2018,0.294254239,0.258775246,0.198293552,0.293066206,0.375472513,0.451290636,0.519980559,0.448752565,0.439788314
6/1/2018,0.407225402,0.294254239,0.258775246,0.198293552,0.293066206,0.375472513,0.451290636,0.519980559,0.448752565
6/4/2018,0.416945674,0.407225402,0.294254239,0.258775246,0.198293552,0.293066206,0.375472513,0.451290636,0.519980559
6/5/2018,0.4749973,0.416945674,0.407225402,0.294254239,0.258775246,0.198293552,0.293066206,0.375472513,0.451290636
6/6/2018,0.430338049,0.4749973,0.416945674,0.407225402,0.294254239,0.258775246,0.198293552,0.293066206,0.375472513
6/7/2018,0.417215682,0.430338049,0.4749973,0.416945674,0.407225402,0.294254239,0.258775246,0.198293552,0.293066206
6/8/2018,0.387190841,0.417215682,0.430338049,0.4749973,0.416945674,0.407225402,0.294254239,0.258775246,0.198293552
6/11/2018,0.311048709,0.387190841,0.417215682,0.430338049,0.4749973,0.416945674,0.407225402,0.294254239,0.258775246
6/12/2018,0.329787234,0.311048709,0.387190841,0.417215682,0.430338049,0.4749973,0.416945674,0.407225402,0.294254239
6/13/2018,0.36893833,0.329787234,0.311048709,0.387190841,0.417215682,0.430338049,0.4749973,0.416945674,0.407225402
6/14/2018,0.417701696,0.36893833,0.329787234,0.311048709,0.387190841,0.417215682,0.430338049,0.4749973,0.416945674
